,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,2509.4068291423637,,3305.015951554274,1393.2133479880501,7723.836529518497,1.317050672363008
Single,5231.003065575101,,10138.9828339666,1638.210778202525,13630.610873235268,1.938248306656634
Centralized,1226.682779748716,,991.5445495799253,953.7849689138841,2261.178416560821,0.808313743332275
