,rmse,mae,mape,msle,mse
gossip aggregated,31.821817691993584,25.178814399486264,1258295114611367.5,0.40841580957685186,1428.0114022615169
single aggregated,32.23591875378821,25.011924180527394,1313745804485573.5,0.43397038091975626,1437.6048325593722
centralized aggregated,32.22029547700499,25.07536680431847,1053301254007394.4,0.4140229214941121,1440.5699307780433
gossip 0,7.994140455288304,6.5192268374531075,750197261043130.1,0.43437949487971594,63.906281618877095
gossip 1,30.441566714305612,23.81311216045855,812011308465256.8,0.2916060708448982,926.6889840215193
gossip 2,10.378531762778088,8.4913445403188,2225225835005634.8,0.6492851663396562,107.71392155099366
gossip 3,59.196541100809114,45.129818124163165,237936104526358.34,0.206438771239646,3504.2304782997826
gossip 4,34.942893140373464,28.040304463438257,507665138473753.75,0.3635940687428843,1221.0057810195588
gossip 5,29.531803382136104,23.727797666126836,547999817939324.5,0.30539687950717953,872.1274110011454
gossip 6,30.4636605377499,24.177301195436836,1062563603581281.1,0.3457511045201071,928.0346133592606
gossip 7,24.030620522186396,19.105114398742153,1491913820036676.2,0.43991238209861727,577.4707226813259
gossip 8,14.661890239063544,12.152315096442297,4947438257042261.0,0.9336920794709829,214.97102538234682
gossip 9,76.57652906524531,60.63180951228264,0.2833148141343698,0.1141020781248316,5863.964803680359
single 0,8.779046619739512,6.954401641375218,911761410030806.2,0.5222212617572466,77.07165955155975
single 1,30.67455662428189,22.821271270712028,707974632362113.0,0.26973796167102354,940.928424096276
single 2,10.951947364305282,8.635407607289975,2281565286630686.5,0.6884630459659307,119.94515107051339
single 3,58.45067427734127,45.02714690744707,272625934220080.9,0.21511932296129857,3416.4813234758444
single 4,35.050337479279484,28.141708529642035,493820807911298.06,0.364035711752618,1228.5261574113842
single 5,30.226575766907946,24.091720068375345,766855070515980.1,0.3649949086488918,913.6458825926267
single 6,30.30736700878625,23.116593338669652,817704651319329.6,0.3150869751897066,918.5364950052654
single 7,25.961123608628235,19.302710717343693,1621474023793942.2,0.48887932576677107,673.9799390224744
single 8,15.492413718915774,12.45294487430979,5263676228071498.0,0.9925169482293946,240.0148828380497
single 9,76.46514506969649,59.57533685010915,0.2901725491934026,0.11864834725468017,5846.918410529729
centralized 0,8.428334688675312,6.792803817539415,627328342023156.1,0.5026953239185151,71.03682562432756
centralized 1,30.527386458654593,23.753598085933362,693056929808711.9,0.2769285196960437,931.9213239960479
centralized 2,10.904069535195779,8.825647913989966,1809815411503662.0,0.6906780943612487,118.8987324283847
centralized 3,59.51383080600656,43.52462700409168,203956525932521.03,0.20341838687863192,3541.8960572059755
centralized 4,35.68389977538762,28.165907353020984,369719865160643.3,0.3426026337183322,1273.3407031799088
centralized 5,30.159644978493617,24.006394001441723,568817528509589.5,0.32260259883507403,909.6041852287752
centralized 6,30.288421609671012,23.423032837181744,838865665041452.4,0.3086270638689917,917.388483605186
centralized 7,24.9371988117145,19.382313933857954,1189515925468130.2,0.44954841080986746,621.8638845749749
centralized 8,15.798653846990414,12.526877273274648,4231936346626077.0,0.9282710172865439,249.597463377025
centralized 9,75.96151425926044,60.35246582285321,0.27994309709873477,0.11485716556787151,5770.151648559827
