,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,1296.6766994511177,,1435.4662896667699,855.1148726896735,3200.146842306933,1.1070348455203998
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.7305796695446,1.833383626394433
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088765
