,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,4004.054209214743,,5806.507158363372,1853.8291941956882,8313.601910151416,1.4501569796434193
Single,7543.945536215161,,9852.072322029175,3277.7780826558674,23423.332720989652,1.305957509201745
Centralized,1324.3711122971501,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505
