,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,1404.2573104612318,,1706.7680849566548,876.5124134574621,3307.2845803651157,1.2154240339301225
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.7305796695446,1.833383626394433
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088765
