lon,lat
-8.606758,41.153755
-8.614485,41.144608
-8.621838,41.157849
-8.607788,41.167007
-8.60814,41.152488
-8.6112213134766,41.162338256836
-8.6290740966797,41.16096496582
-8.605179,41.153275
-8.614426,41.15593
-8.613068,41.143161
-8.606071,41.167831
-8.6002349853516,41.152725219727
-8.62698,41.164352
-8.615104,41.141659
-8.605728,41.16394
-8.6180877685547,41.140365600586
-8.6002349853516,41.16096496582
-8.596643,41.152725
-8.606266,41.153083
-8.620834,41.156502
-8.6318206787109,41.16096496582
-8.599191,41.160965
-8.6277008056641,41.156845092773
-8.6098480224609,41.152725219727
-8.611417,41.150371
-8.6112213134766,41.143112182617
-8.6180877685547,41.144485473633
-8.6277008056641,41.163711547852
-8.610097,41.161776
-8.6057281494141,41.147232055664
-8.6016082763672,41.145858764648
-8.6071014404297,41.151351928711
-8.593369,41.161357
-8.6019,41.157314
-8.612285,41.145878
-8.6071014404297,41.162338256836
-8.6112213134766,41.16096496582
-8.615567,41.142986
-8.5919952392578,41.16096496582
-8.59256,41.141847
-8.630276,41.167316
-8.626328,41.150894
-8.622894,41.158218
-8.605801,41.160713
-8.6167144775391,41.158218383789
-8.6263275146484,41.151351928711
-8.619815,41.156155
-8.6249542236328,41.155471801758
-8.6071014404297,41.16096496582
-8.6071014404297,41.154098510742
