,rmse,mae,mape,msle,mse
Gossip,32.25917877501821,25.308734249984955,946870128961458.5,0.372833549195148,1355.770589166404
Single,32.56725986452695,25.801750615062446,829620594998520.6,0.5786378740782891,1509.578357949136
Centralized,32.22585944607724,25.028434176871432,862451227503030.5,0.36591781544753377,1321.772573537727
