,rmse,mae,mape,msle,mse
Gossip,52.728864490721605,36.664448846542065,1152579747804975.5,0.48405809307727166,3439.2745200199292
Single,73.87726355483518,50.506878112961566,1298755603500455.8,0.9588814670328374,7543.9455362151575
Centralized,35.053059024714464,25.054931533034015,821316812638991.2,0.35865391091188437,1324.3711122971501
