,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,1316.9436658016944,,1476.7651757169735,859.7404540897794,3273.055055271294,1.121357894088801
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.7305796695446,1.833383626394433
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088765
