,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,5614.856100208102,,6918.060042707745,2626.336265089193,15388.207954623671,1.2320992594006714
Single,7543.945536215161,,9852.072322029175,3277.7780826558674,23423.332720989652,1.305957509201745
Centralized,1324.3711122971501,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505
