,rmse,mae,mape,msle,mse
gossip aggregated,39.76536068383693,29.41551612470024,1761296318453857.8,0.5724605450544369,2373.940608941872
single aggregated,49.57085207091177,36.148749012523915,2087419770157538.5,0.7284996263750761,3439.468406451985
centralized aggregated,29.316063131879908,21.80272181492702,1286879229924440.5,0.4599017859791811,1075.7388259726345
gossip 0,49.38013648842118,38.27991547661662,305290509068680.2,0.2692877537835065,2438.3978796151046
gossip 1,35.36489021107091,27.595100819327286,940513458675829.6,0.3907749218300093,1250.6754596410988
gossip 2,23.987282148564883,18.29226756311393,1976553363505059.2,0.5804945029678088,575.3897048748596
gossip 3,24.020990034116455,19.922382337042084,887133386122814.5,0.3975190839934833,577.0079622191221
gossip 4,117.70693016797219,79.09568840066781,0.4795036675440752,0.2472265270360556,13854.921409567882
gossip 5,15.658741702991048,12.61039700330041,4378408325338527.0,1.1442868081532673,245.19619172099098
gossip 6,31.5617317488065,24.392489969579145,1244305388883068.5,0.4901919112102135,996.1429109836204
gossip 7,45.69812757635139,34.67760210577133,1162559190861231.2,0.40194151782411547,2088.3188639844875
gossip 8,16.171988008104382,13.123826826219894,4672638568767654.0,1.2018165965916652,261.533196134272
gossip 9,38.10278875197037,26.16549074536386,2045560993315711.2,0.6010658271542445,1451.8225106772802
single 0,53.85513023346163,42.67204029235695,353906335001778.94,0.32019840816576034,2900.3750524631128
single 1,36.195294294809266,28.75528490486653,995384798225172.0,0.4122264513048751,1310.099329087852
single 2,32.49406930166542,25.200646120292816,2606588341508110.5,0.7785157221276905,1055.864539781435
single 3,25.02487333463781,21.080113270189738,1091162652700310.2,0.4502711444794764,626.2442854146665
single 4,131.45081657739925,86.98626276337454,0.5192978177206053,0.2984290463387122,17279.317178865065
single 5,22.12467457431002,18.426804748988516,6235917693610268.0,1.6048338459634865,489.5012250191203
single 6,49.867458631788985,36.49000998977022,1309349482261490.8,0.7668871482449322,2486.763430393186
single 7,56.49515139945577,41.71367505815647,1052074795566064.6,0.44879155277318844,3191.7021316474297
single 8,19.964411404364274,16.40567706745086,5290304824043960.0,1.4071694334552773,398.57772272271023
single 9,68.2366409572253,43.7569759097925,1939508778658231.2,0.7976735108973623,4656.239169125278
centralized 0,41.904455946783145,32.64471326296268,304183952223379.5,0.20909047889143967,1755.983428195889
centralized 1,33.829389830227704,25.248384613405513,659004117118614.0,0.3151197698641808,1144.4276162855135
centralized 2,20.980816987309275,16.11913038391822,1787312899890990.2,0.5415558084406009,440.1946814549654
centralized 3,23.08401620981795,17.852055963848343,1013824282013848.6,0.42114906083692194,532.8718043751379
centralized 4,64.32228431823712,46.19562124434706,0.3985343358117036,0.16580364936391692,4137.356259916133
centralized 5,11.78485957246226,9.173290301401426,2593770109179653.5,0.7926119507637907,138.88291514265535
centralized 6,24.746977020556038,18.59122095036575,1355997085114095.8,0.4871912750406287,612.4128716559286
centralized 7,32.8849866482258,24.153231833327432,938315536916607.8,0.35054724577985097,1081.422346853989
centralized 8,11.78485957246226,9.173290301401426,2593770109179653.5,0.7926119507637907,138.88291514265535
centralized 9,27.83798521271746,18.87627929429232,1622614207607560.2,0.5233366700466902,774.9534207034759
