lon,lat
-8.59639,41.146957
-8.627931,41.161616
-8.6153411865234,41.141738891602
-8.6112213134766,41.162338256836
-8.6002349853516,41.165084838867
-8.597888,41.148621
-8.6318206787109,41.162338256836
-8.6029815673828,41.152725219727
-8.611881,41.139735
-8.6125946044922,41.145858764648
-8.586388,41.145519
-8.6318206787109,41.149978637695
-8.621222,41.165439
-8.600725,41.145859
-8.6167144775391,41.159591674805
-8.623238,41.147919
-8.614007,41.137117
-8.632664,41.163784
-8.609085,41.152725
-8.6043548583984,41.154098510742
-8.613693,41.137894
-8.6029815673828,41.151351928711
-8.6084747314453,41.13899230957
-8.6153411865234,41.154098510742
-8.609927,41.145782
-8.623673,41.148162
-8.61472,41.141917
-8.599975,41.1486
-8.619715,41.156361
-8.608146,41.159588
-8.624313,41.148788
-8.610864,41.145414
-8.610097,41.161776
-8.6057281494141,41.165084838867
-8.61689,41.14098
-8.618088,41.142082
-8.6112213134766,41.147232055664
-8.620991,41.159899
-8.601165,41.161486
-8.6071014404297,41.147232055664
-8.6016082763672,41.143112182617
-8.616497,41.152809
-8.609848,41.16188
-8.6043548583984,41.155471801758
-8.6139678955078,41.162338256836
-8.600928,41.148781
-8.605761,41.149049
-8.6112213134766,41.145858764648
-8.6002349853516,41.149978637695
-8.5947418212891,41.165084838867
