,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,1304.986390256117,,1446.7443810080822,865.6794799337332,3222.76326664758,1.1086279457091839
Single,1329.9837731693704,,1436.0007815246422,893.3699259799882,3349.309147307056,1.0797130089058393
Centralized,1367.1785136642409,,1449.607223191321,909.330316499242,3297.2730398400995,1.0602911095392795
