,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,2714.1442108739807,,4169.193798118777,1406.1283963830874,5956.017032042756,1.53609884891719
Single,5231.003065575101,,10138.9828339666,1638.210778202525,13630.610873235268,1.938248306656634
Centralized,1226.682779748716,,991.5445495799253,953.7849689138841,2261.178416560821,0.808313743332275
