,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,2757.8029671269865,,5069.827084127802,1325.9551709017549,6714.239808176257,1.8383572519720026
Single,5231.003065575101,,10138.9828339666,1638.210778202525,13630.610873235268,1.938248306656634
Centralized,1226.682779748716,,991.5445495799253,953.7849689138841,2261.178416560821,0.808313743332275
