,rmse,mae,mape,msle,mse
Gossip,32.044351593618856,25.052085805572407,932020868478076.5,0.3691406853221004,1333.7189954504065
Single,32.56725986452695,25.801750615062446,829620594998520.6,0.5786378740782891,1509.578357949136
Centralized,32.22585944607724,25.028434176871432,862451227503030.5,0.36591781544753377,1321.772573537727
