lon,lat
-8.621109,41.153549
-8.6208343505859,41.149978637695
-8.620483,41.151412
-8.618088,41.155014
-8.610538,41.146039
-8.591309,41.156502
-8.604397,41.164219
-8.631729,41.163041
-8.5919952392578,41.152725219727
-8.5906219482422,41.163711547852
-8.6277008056641,41.156845092773
-8.614343,41.15617
-8.6029815673828,41.158218383789
-8.59227,41.152588
-8.613734,41.137929
-8.6071014404297,41.143112182617
-8.627535,41.161812
-8.623993,41.15918
-8.62649,41.160576
-8.620442,41.164692
-8.613144,41.150803
-8.616714,41.147821
-8.606266,41.153083
-8.628813,41.156158
-8.610191,41.145859
-8.6112213134766,41.162338256836
-8.6290740966797,41.165084838867
-8.611588,41.137743
-8.6306,41.159973
-8.5974884033203,41.16096496582
-8.6180877685547,41.162338256836
-8.6139678955078,41.154098510742
-8.6002349853516,41.151351928711
-8.615685,41.148605
-8.610535,41.147232
-8.625646,41.150786
-8.610515,41.150723
-8.600235,41.154785
-8.6235809326172,41.143112182617
-8.610388,41.143517
-8.612461,41.14468
-8.629532,41.165085
-8.6016082763672,41.163711547852
-8.619156,41.145859
-8.625984,41.165257
-8.609161,41.159592
-8.606491,41.148758
-8.5933685302734,41.158218383789
-8.6125946044922,41.140365600586
-8.6208343505859,41.147232055664
