lon,lat
-8.597284,41.15305
-8.617538,41.143662
-8.616442,41.156914
-8.5974884033203,41.141738891602
-8.619265,41.145466
-8.6249542236328,41.155471801758
-8.62175,41.162796
-8.6222076416016,41.149978637695
-8.6318206787109,41.166458129883
-8.612007,41.142026
-8.593094,41.162289
-8.624268,41.152039
-8.6112213134766,41.155471801758
-8.6043548583984,41.152725219727
-8.621063,41.150208
-8.616715,41.167831
-8.613497,41.140917
-8.607101,41.144878
-8.618395,41.157576
-8.6125946044922,41.155471801758
-8.607359,41.165257
-8.609889,41.151856
-8.606948,41.154491
-8.610381,41.141171
-8.632213,41.152725
-8.5947418212891,41.165084838867
-8.589507,41.148683
-8.6112213134766,41.158218383789
-8.615472,41.140169
-8.615372,41.156686
-8.609161,41.151352
-8.6071014404297,41.154098510742
-8.630814,41.145584
-8.610044,41.145859
-8.6043548583984,41.149978637695
-8.6071014404297,41.149978637695
-8.632998,41.164496
-8.600862,41.148928
-8.597001,41.146038
-8.6071014404297,41.166458129883
-8.5988616943359,41.154098510742
-8.611221,41.139679
-8.6043548583984,41.155471801758
-8.609987,41.155304
-8.618916,41.157781
-8.597946,41.147919
-8.610785,41.151516
-8.617945,41.146303
-8.619042,41.154181
-8.630962,41.154442
