,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd
Gossip,4704.019730117603,,5445.958123647939,2390.950019274096,11570.952319168742,1.1577243370770869
Single,7543.945536215161,,9852.072322029175,3277.7780826558674,23423.332720989652,1.305957509201745
Centralized,1324.3711122971501,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505
