lon,lat
-8.624203,41.15277
-8.595882,41.148424
-8.6057281494141,41.162338256836
-8.5988616943359,41.151351928711
-8.590254,41.164101
-8.609222,41.147863
-8.6222076416016,41.156845092773
-8.630791,41.145859
-8.588333,41.156845
-8.6016082763672,41.159591674805
-8.60323,41.154687
-8.6167144775391,41.162338256836
-8.604604,41.161061
-8.6139678955078,41.14860534668
-8.6016082763672,41.14860534668
-8.618546,41.148605
-8.593369,41.161357
-8.6125946044922,41.154098510742
-8.5906219482422,41.156845092773
-8.6092,41.155799
-8.6098480224609,41.143112182617
-8.6112213134766,41.166458129883
-8.623924,41.156845
-8.6304473876953,41.156845092773
-8.626785,41.151352
-8.596115,41.157761
-8.610535,41.154785
-8.608762,41.15123
-8.5933685302734,41.167831420898
-8.611221,41.165771
-8.6194610595703,41.141738891602
-8.590622,41.168518
-8.6029815673828,41.145858764648
-8.6208343505859,41.156845092773
-8.607101,41.149521
-8.6125946044922,41.140365600586
-8.60119,41.166768
-8.618088,41.142082
-8.6107,41.139762
-8.6098480224609,41.145858764648
-8.609848,41.155128
-8.612672,41.154333
-8.601543,41.142851
-8.6153411865234,41.140365600586
-8.61689,41.14098
-8.6235809326172,41.163711547852
-8.621693,41.14706
-8.604419,41.144387
-8.6208343505859,41.16096496582
-8.606416,41.143113
