lon,lat
-8.60796,41.156845
-8.606415,41.156845
-8.610388,41.143517
-8.6263275146484,41.166458129883
-8.616629,41.140366
-8.615341,41.138011
-8.610381,41.141171
-8.6057281494141,41.154098510742
-8.5919952392578,41.145858764648
-8.6167144775391,41.155471801758
-8.633194,41.164261
-8.619003,41.150436
-8.598233,41.160744
-8.6071014404297,41.147232055664
-8.602083,41.154231
-8.612873,41.139674
-8.625727,41.154871
-8.5988616943359,41.154098510742
-8.62056,41.143112
-8.6112213134766,41.14860534668
-8.60618,41.160854
-8.61079,41.145674
-8.609848,41.152039
-8.6318206787109,41.154098510742
-8.6180877685547,41.137619018555
-8.6180877685547,41.144485473633
-8.6029815673828,41.165084838867
-8.6208343505859,41.152725219727
-8.6235809326172,41.149978637695
-8.615341,41.1549
-8.6029815673828,41.154098510742
-8.597648,41.145427
-8.628067,41.153154
-8.611025,41.138445
-8.6277008056641,41.16096496582
-8.6249542236328,41.14860534668
-8.627701,41.147232
-8.6235809326172,41.165084838867
-8.606709,41.148802
-8.603806,41.152725
-8.615472,41.140169
-8.6084747314453,41.163711547852
-8.611812,41.150484
-8.6208343505859,41.152725219727
-8.610075,41.158003
-8.604355,41.153641
-8.606644,41.145859
-8.6043548583984,41.145858764648
-8.608287,41.167905
-8.6002349853516,41.151351928711
