lon,lat
-8.6057281494141,41.14860534668
-8.6084747314453,41.137619018555
-8.592179,41.14188
-8.602259,41.158942
-8.610306,41.137619
-8.6139678955078,41.154098510742
-8.612551,41.139367
-8.5988616943359,41.14860534668
-8.587189,41.167351
-8.6071014404297,41.166458129883
-8.626785,41.151352
-8.604144,41.150315
-8.63004,41.158615
-8.622551,41.147919
-8.5865020751953,41.14860534668
-8.5988616943359,41.144485473633
-8.630814,41.161789
-8.5961151123047,41.152725219727
-8.6125946044922,41.143112182617
-8.623279,41.161044
-8.595765,41.141461
-8.6043548583984,41.144485473633
-8.611471,41.147107
-8.631363,41.14769
-8.603439,41.148834
-8.627019,41.151605
-8.600824,41.151352
-8.6194610595703,41.158218383789
-8.5974884033203,41.165084838867
-8.6235809326172,41.156845092773
-8.6112213134766,41.143112182617
-8.612295,41.138716
-8.5878753662109,41.167831420898
-8.618546,41.148605
-8.630301,41.165045
-8.616518,41.139777
-8.632409,41.152137
-8.604476,41.158554
-8.628878,41.152504
-8.60275,41.150115
-8.6167144775391,41.163711547852
-8.6180877685547,41.14860534668
-8.6002349853516,41.162338256836
-8.6194610595703,41.149978637695
-8.6016082763672,41.158218383789
-8.615552,41.14945
-8.6098480224609,41.155471801758
-8.615107,41.14177
-8.630517,41.149358
-8.602132,41.149055
