lon,lat
-8.616455,41.144606
-8.630447,41.161652
-8.604584,41.154099
-8.6318206787109,41.159591674805
-8.611336,41.157532
-8.588316,41.151401
-8.602597,41.162936
-8.6249542236328,41.144485473633
-8.610829,41.14272
-8.5961151123047,41.145858764648
-8.606552,41.16069
-8.605728,41.149292
-8.623634,41.159048
-8.612461,41.14468
-8.611318,41.142476
-8.633194,41.151695
-8.606974,41.153433
-8.5892486572266,41.167831420898
-8.5906219482422,41.162338256836
-8.623331,41.159467
-8.6180877685547,41.14860534668
-8.587875,41.149635
-8.5878753662109,41.147232055664
-8.628952,41.162809
-8.609299,41.145035
-8.618722,41.141845
-8.607445,41.16148
-8.6194610595703,41.158218383789
-8.592374,41.155283
-8.619976,41.155552
-8.590247,41.163712
-8.606746,41.146973
-8.608475,41.166851
-8.6167144775391,41.14860534668
-8.6235809326172,41.14860534668
-8.629332,41.140795
-8.594055,41.157017
-8.589512,41.164329
-8.610934,41.138901
-8.619336,41.154473
-8.6222076416016,41.16096496582
-8.609929,41.146626
-8.618497,41.144241
-8.6318206787109,41.166458129883
-8.604445,41.161215
-8.5865020751953,41.14860534668
-8.6208343505859,41.16096496582
-8.591995,41.152397
-8.6139678955078,41.145858764648
-8.609161,41.154785
