,rmse,mae,mape,msle,mse
Gossip,54.26787521484142,37.11659403612534,1206668088677897.5,0.4994080521019756,3920.467503897855
Single,73.87726355483518,50.506878112961566,1298755603500455.8,0.9588814670328374,7543.9455362151575
Centralized,35.053059024714464,25.054931533034015,821316812638991.2,0.35865391091188437,1324.3711122971501
